#bait_chr,bait_start,bait_stop	PIR_chr,PIR_start,PIR_stop
chr1,100105296,100123456	chr1,99701576,99706537
chr19,9433138,9436625	chr19,14743072,14745324
chr19,9525136,9546553	chr19,9909430,9914648
chr19,9639101,9651685	chr19,8764944,8768144
chr19,9694877,9695613	chr19,8096136,8125323
chr19,9729452,9732260	chr19,9884727,9907626
chr19,9729452,9732260	chr19,9909430,9914648
chr19,9729452,9732260	chr19,9919568,9926069
chr19,9785432,9786101	chr19,8659415,8670772
chr19,9785432,9786101	chr19,9186012,9199080
chr19,9785432,9786101	chr19,9377684,9378333
chr19,9938050,9943483	chr19,9165571,9166879
chr2,100101247,100112316	chr2,100889242,100892688
chr2,100113943,100156231	chr2,100634354,100638054
chr2,100113943,100156231	chr2,100794936,100801028
chr2,100113943,100156231	chr2,100851112,100856280
chr2,100113943,100156231	chr2,100858698,100878213
chr2,100718771,100723132	chr2,100382465,100389743
chr2,100718771,100723132	chr2,100851112,100856280
chr2,100718771,100723132	chr2,100856281,100858697
chr2,100718771,100723132	chr2,100878214,100885984
chr2,100753103,100763289	chr2,100315200,100319413
chr2,100753103,100763289	chr2,100510560,100512788
chr2,100753103,100763289	chr2,100858698,100878213
chr2,100928473,100940115	chr2,100352740,100356023
chr2,101177731,101184203	chr2,101555440,101560533
chr2,101177731,101184203	chr2,101801857,101811308
chr2,10141130,10167070	chr2,10468068,10469299
chr2,101433303,101440844	chr2,101215194,101220824
chr2,101433303,101440844	chr2,101220825,101224841
chr2,101433303,101440844	chr2,101225806,101227040
chr2,101433303,101440844	chr2,101560534,101565945
chr2,101433303,101440844	chr2,101596773,101611376
chr2,101433303,101440844	chr2,101801857,101811308
chr2,101593126,101596772	chr2,101210940,101215193
chr2,101593126,101596772	chr2,101215194,101220824
chr2,101593126,101596772	chr2,101220825,101224841
chr2,101593126,101596772	chr2,101225806,101227040
chr2,101593126,101596772	chr2,101227041,101237539
chr2,101593126,101596772	chr2,101239215,101249761
chr2,101593126,101596772	chr2,101276538,101279542
chr2,101593126,101596772	chr2,101285306,101292626
chr2,101593126,101596772	chr2,101303402,101305739
chr2,101593126,101596772	chr2,101312418,101324124
chr2,101593126,101596772	chr2,101335949,101343307
chr2,101593126,101596772	chr2,101347995,101355720
chr2,101593126,101596772	chr2,101360945,101366568
chr2,101593126,101596772	chr2,101403855,101410477
chr2,101611377,101620994	chr2,101130440,101140979
chr2,101611377,101620994	chr2,101215194,101220824
chr2,101611377,101620994	chr2,101220825,101224841
chr2,101611377,101620994	chr2,101224961,101225805
chr2,101611377,101620994	chr2,101225806,101227040
chr2,101611377,101620994	chr2,101227041,101237539
chr2,101611377,101620994	chr2,101239215,101249761
chr2,101611377,101620994	chr2,101258424,101259762
chr2,101611377,101620994	chr2,101266924,101275066
chr2,101611377,101620994	chr2,101303402,101305739
chr2,101611377,101620994	chr2,101335949,101343307
chr2,101611377,101620994	chr2,101347995,101355720
chr2,101611377,101620994	chr2,101401132,101403854
chr2,101744828,101752846	chr2,101227041,101237539
chr2,101744828,101752846	chr2,102277886,102281798
chr2,10178090,10184705	chr2,9893780,9900753
chr2,10178090,10184705	chr2,9901977,9904212
chr2,101889382,101890412	chr2,101892735,101898554
chr2,101889382,101890412	chr2,102340101,102344879
chr2,101889382,101890412	chr2,102471213,102473408
chr2,101889382,101890412	chr2,102501909,102507521
chr2,101920536,101925440	chr2,102378473,102385339
chr2,102003700,102004917	chr2,102403995,102407603
chr2,102090307,102095733	chr2,102357103,102361719
chr2,102090307,102095733	chr2,102445332,102447965
chr2,102090307,102095733	chr2,102467789,102471212
chr2,102090307,102095733	chr2,102484715,102487441
chr2,102090307,102095733	chr2,102617056,102623411
chr2,10211805,10223502	chr2,10571133,10575317
chr2,10211805,10223502	chr2,10575318,10580555
chr2,10223532,10224297	chr2,10488105,10491146
chr2,10223532,10224297	chr2,10571133,10575317
chr2,10223532,10224297	chr2,10773508,10779860
chr2,10223532,10224297	chr2,26404058,26404932
chr2,10225340,10235581	chr2,10571133,10575317
chr2,10225340,10235581	chr2,10575318,10580555
chr2,10225340,10235581	chr2,10915066,10919218
chr2,10225340,10235581	chr2,24778770,24782183
chr2,10225340,10235581	chr2,9951634,9954096
chr2,102310610,102325116	chr2,102016627,102025115
chr2,102310610,102325116	chr2,102032324,102034201
chr2,102310610,102325116	chr2,102089570,102090262
chr2,102507522,102509732	chr2,101988119,101989883
chr2,102507522,102509732	chr2,102035550,102045639
chr2,102595844,102609611	chr2,101811309,101819151
chr2,10261498,10264814	chr2,10552087,10555746
chr2,10261498,10264814	chr2,10564595,10566999
chr2,10261498,10264814	chr2,10571133,10575317
chr2,10261498,10264814	chr2,10575318,10580555
chr2,102679617,102694507	chr2,102849401,102853360
chr2,102679617,102694507	chr2,102981245,102998115
chr2,102679617,102694507	chr2,105279517,105286307
chr2,10276517,10289950	chr2,10571133,10575317
chr2,10276517,10289950	chr2,10575318,10580555
chr2,10276517,10289950	chr2,10580556,10585659
chr2,10276517,10289950	chr2,10747101,10753662
chr2,10276517,10289950	chr2,10808585,10821253
chr2,10276517,10289950	chr2,10821254,10826230
chr2,102796770,102798587	chr2,101901197,101902917
chr2,102796770,102798587	chr2,102636591,102642523
chr2,102796770,102798587	chr2,102642524,102650265
chr2,102802851,102806720	chr2,102489628,102492954
chr2,102802851,102806720	chr2,102633521,102636590
chr2,102802851,102806720	chr2,102636591,102642523
chr2,102802851,102806720	chr2,102642524,102650265
chr2,102802851,102806720	chr2,105756780,105762663
chr2,10292267,10296460	chr2,10530833,10537468
chr2,10292267,10296460	chr2,10555747,10564594
chr2,10292267,10296460	chr2,10644543,10645832
chr2,102924180,102929324	chr2,103271930,103278511
chr2,102924180,102929324	chr2,103323309,103325431
chr2,102924180,102929324	chr2,104743629,104744704
chr2,103033865,103036204	chr2,101976485,101979812
chr2,103087870,103093852	chr2,102636591,102642523
chr2,103087870,103093852	chr2,102642524,102650265
chr2,103087870,103093852	chr2,103211242,103215952
chr2,103231949,103237151	chr2,103078420,103083237
chr2,103231949,103237151	chr2,103093853,103098562
chr2,103231949,103237151	chr2,103133871,103143908
chr2,103231949,103237151	chr2,105483224,105494953
chr2,103231949,103237151	chr2,138955381,138967477
chr2,10430763,10439085	chr2,10555747,10564594
chr2,10430763,10439085	chr2,10571133,10575317
chr2,10430763,10439085	chr2,10575318,10580555
chr2,10430763,10439085	chr2,10802404,10805902
chr2,10430763,10439085	chr2,10821254,10826230
chr2,10441046,10446970	chr2,10555747,10564594
chr2,10441046,10446970	chr2,10571133,10575317
chr2,10441046,10446970	chr2,10575318,10580555
chr2,10441046,10446970	chr2,10723465,10729202
chr2,10441046,10446970	chr2,29832862,29840209
chr2,105144338,105151724	chr2,105463881,105466817
chr2,105343328,105355851	chr2,103623435,103632863
chr2,105343328,105355851	chr2,103803027,103808353
chr2,105343328,105355851	chr2,103901838,103907030
chr2,105343328,105355851	chr2,104648349,104650377
chr2,105343328,105355851	chr2,104650378,104655141
chr2,105343328,105355851	chr2,104737274,104743628
chr2,105466818,105475583	chr2,104580064,104589158
chr2,105466818,105475583	chr2,105483224,105494953
chr2,105650026,105656616	chr2,105500936,105510815
chr2,105650026,105656616	chr2,136581899,136588696
chr2,105717464,105731002	chr2,105844105,105847908
chr2,105717464,105731002	chr2,105850820,105857942
chr2,10585660,10587641	chr2,10264815,10268527
chr2,10585660,10587641	chr2,10269109,10275663
chr2,10585660,10587641	chr2,10296461,10313326
chr2,10585660,10587641	chr2,10389831,10398569
chr2,10585660,10587641	chr2,10802404,10805902
chr2,10585660,10587641	chr2,10808585,10821253
chr2,10585660,10587641	chr2,206924395,206930280
chr2,105857989,105868775	chr2,105731003,105732499
chr2,105857989,105868775	chr2,105732704,105739459
chr2,105857989,105868775	chr2,113685553,113689500
chr2,105857989,105868775	chr2,152418886,152422416
chr2,10587642,10590138	chr2,10264815,10268527
chr2,10587642,10590138	chr2,10275664,10276516
chr2,10587642,10590138	chr2,10296461,10313326
chr2,10587642,10590138	chr2,10371102,10384782
chr2,10587642,10590138	chr2,10389831,10398569
chr2,10587642,10590138	chr2,10405741,10413809
chr2,10587642,10590138	chr2,10747101,10753662
chr2,10587642,10590138	chr2,10753663,10759079
chr2,10587642,10590138	chr2,10805903,10808584
chr2,10587642,10590138	chr2,10808585,10821253
chr2,105936586,105955439	chr2,106584491,106587377
chr2,105936586,105955439	chr2,106702939,106710348
chr2,105988215,105992684	chr2,106133073,106137990
chr2,105988215,105992684	chr2,106363007,106365731
chr2,105988215,105992684	chr2,106378619,106385927
chr2,105988215,105992684	chr2,106512973,106517820
chr2,105988215,105992684	chr2,106572180,106578938
chr2,105988215,105992684	chr2,106702939,106710348
chr2,105988215,105992684	chr2,107156772,107160295
chr2,106051111,106058475	chr2,106133073,106137990
chr2,106051111,106058475	chr2,106375327,106378618
chr2,106051111,106058475	chr2,106404546,106410398
chr2,106051111,106058475	chr2,106510937,106512972
chr2,106051111,106058475	chr2,106616244,106627869
chr2,106051111,106058475	chr2,106628598,106638668
chr2,106358143,106363006	chr2,106176110,106177464
chr2,106358143,106363006	chr2,106205041,106208633
chr2,106358143,106363006	chr2,106404546,106410398
chr2,106358143,106363006	chr2,106535361,106539568
chr2,106358143,106363006	chr2,106572180,106578938
chr2,106358143,106363006	chr2,106578939,106584055
chr2,106358143,106363006	chr2,106715562,106718282
chr2,106471337,106474382	chr2,105981215,105987722
chr2,106471337,106474382	chr2,106133073,106137990
chr2,106471337,106474382	chr2,106185562,106191317
chr2,106471337,106474382	chr2,106191584,106195202
chr2,106471337,106474382	chr2,106205041,106208633
chr2,106471337,106474382	chr2,106217298,106223658
chr2,106471337,106474382	chr2,106316957,106319825
chr2,106673476,106683067	chr2,106183680,106185561
chr2,106673476,106683067	chr2,106195203,106199429
chr2,106673476,106683067	chr2,106226500,106238774
chr2,106673476,106683067	chr2,106242366,106248107
chr2,106673476,106683067	chr2,106248108,106250735
chr2,106795423,106796052	chr2,106326799,106333364
chr2,106795423,106796052	chr2,107148941,107152203
chr2,106795423,106796052	chr2,133421101,133428934
chr2,106800313,106811645	chr2,106191584,106195202
chr2,106800313,106811645	chr2,106199507,106205040
chr2,10729203,10730544	chr2,10264815,10268527
chr2,10729203,10730544	chr2,10635428,10640119
chr2,10729203,10730544	chr2,10747101,10753662
chr2,107450623,107450921	chr2,108797107,108801106
chr2,107501034,107507560	chr2,108047331,108065444
chr2,107501034,107507560	chr2,108212267,108216815
chr2,10881823,10887363	chr2,11193646,11197209
chr2,108833744,108836074	chr2,108271889,108282156
chr2,108987834,109001953	chr2,109247330,109250403
chr2,108987834,109001953	chr2,109552613,109555096
chr2,109144635,109152181	chr2,108905337,108909738
chr2,109144635,109152181	chr2,108955371,108957632
chr2,109402571,109408318	chr2,109641018,109648301
chr2,10949502,10957268	chr2,11207815,11212262
chr2,10949502,10957268	chr2,11264333,11272094
chr2,10949502,10957268	chr2,11272095,11272831
chr2,10949502,10957268	chr2,11558266,11566377
chr2,10949502,10957268	chr2,11579623,11587025
chr2,10949502,10957268	chr2,161439694,161442704
chr2,109605284,109605960	chr2,109423324,109433156
chr2,109605284,109605960	chr2,109449182,109459363
chr2,109605284,109605960	chr2,109459364,109461127
chr2,109605284,109605960	chr2,109463390,109479769
chr2,109605284,109605960	chr2,109486089,109489984
chr2,109605284,109605960	chr2,109511178,109531352
chr2,109605284,109605960	chr2,109552613,109555096
chr2,109605284,109605960	chr2,110253605,110264248
chr2,109605284,109605960	chr2,110321450,110326338
chr2,109738823,109747323	chr2,110086182,110090605
chr2,109738823,109747323	chr2,110253605,110264248
chr2,109738823,109747323	chr2,110264249,110269646
chr2,109738823,109747323	chr2,110413375,110418751
chr2,109738823,109747323	chr2,110454226,110463120
chr2,10977784,10988543	chr2,11124172,11131826
chr2,10977784,10988543	chr2,11193646,11197209
chr2,10977784,10988543	chr2,11200609,11205008
chr2,10977784,10988543	chr2,11212263,11225960
chr2,10977784,10988543	chr2,11254682,11259941
chr2,10977784,10988543	chr2,11263105,11264332
chr2,10977784,10988543	chr2,11264333,11272094
chr2,10977784,10988543	chr2,11558266,11566377
chr2,10977784,10988543	chr2,11579623,11587025
chr2,10977784,10988543	chr2,1743472,1746362
chr2,10977784,10988543	chr2,37665578,37670628
chr2,110370212,110374779	chr2,109590208,109595387
chr2,110370212,110374779	chr2,109626707,109629012
chr2,11044486,11054579	chr2,10970209,10977221
chr2,11044486,11054579	chr2,11240996,11254681
chr2,11044486,11054579	chr2,11263105,11264332
chr2,11044486,11054579	chr2,11272095,11272831
chr2,11044486,11054579	chr2,11546380,11548884
chr2,11044486,11054579	chr2,11548885,11551428
chr2,11044486,11054579	chr2,11551723,11556246
chr2,11044486,11054579	chr2,11587026,11593226
chr2,11044486,11054579	chr2,11593227,11597843
chr2,111488837,111492524	chr2,106028770,106033064
chr2,111488837,111492524	chr2,111396428,111402139
chr2,111488837,111492524	chr2,111407445,111409737
chr2,111488837,111492524	chr2,111410041,111412239
chr2,111488837,111492524	chr2,111413804,111425177
chr2,111488837,111492524	chr2,111425473,111430720
chr2,111488837,111492524	chr2,111430721,111440149
chr2,111488837,111492524	chr2,111440150,111441211
chr2,111488837,111492524	chr2,111441212,111444942
chr2,111488837,111492524	chr2,111444943,111446722
chr2,111488837,111492524	chr2,111446723,111447510
chr2,111488837,111492524	chr2,111447511,111448290
chr2,111488837,111492524	chr2,111496204,111500387
chr2,111488837,111492524	chr2,111500388,111503681
chr2,111488837,111492524	chr2,111504448,111513191
chr2,111488837,111492524	chr2,111525955,111532712
chr2,111488837,111492524	chr2,111734509,111739268
chr2,111488837,111492524	chr2,111743467,111748255
chr2,111488837,111492524	chr2,112441192,112446891
chr2,111488837,111492524	chr2,112466522,112468136
chr2,111488837,111492524	chr2,119861747,119864702
chr2,111488837,111492524	chr2,57980330,57985561
chr2,111872736,111883621	chr2,111583734,111593289
chr2,111872736,111883621	chr2,111629018,111634951
chr2,111872736,111883621	chr2,112279058,112282800
chr2,111872736,111883621	chr2,112372893,112376682
chr2,111872736,111883621	chr2,112376683,112377984
chr2,111872736,111883621	chr2,112380385,112382617
chr2,111872736,111883621	chr2,112382725,112390324
chr2,111872736,111883621	chr2,112392297,112396499
chr2,111872736,111883621	chr2,112398251,112409152
chr2,111872736,111883621	chr2,112409153,112410305
chr2,111872736,111883621	chr2,112410306,112414646
chr2,111872736,111883621	chr2,112415615,112419146
chr2,111872736,111883621	chr2,112419147,112429209
chr2,111872736,111883621	chr2,112441192,112446891
chr2,111872736,111883621	chr2,112448631,112450070
chr2,111872736,111883621	chr2,112450071,112453299
chr2,111872736,111883621	chr2,112453300,112455639
chr2,111872736,111883621	chr2,112455640,112461026
chr2,111872736,111883621	chr2,112461027,112464933
chr2,111872736,111883621	chr2,112464934,112466521
chr2,111872736,111883621	chr2,112466522,112468136
chr2,111872736,111883621	chr2,112468137,112475716
chr2,111872736,111883621	chr2,112475717,112479534
chr2,111872736,111883621	chr2,112894113,112895640
chr2,111872736,111883621	chr2,134252545,134254642
chr2,111993002,112000145	chr2,111444943,111446722
chr2,111993002,112000145	chr2,111557690,111560128
chr2,111993002,112000145	chr2,111782854,111789447
chr2,111993002,112000145	chr2,111886601,111888275
chr2,111993002,112000145	chr2,111920083,111921687
chr2,111993002,112000145	chr2,111921688,111925483
chr2,111993002,112000145	chr2,111988556,111991748
chr2,111993002,112000145	chr2,112390325,112392296
chr2,111993002,112000145	chr2,112398251,112409152
chr2,111993002,112000145	chr2,112450071,112453299
chr2,111993002,112000145	chr2,116254047,116259547
chr2,112653741,112658347	chr2,112777305,112786716
chr2,112653741,112658347	chr2,112853408,112858948
chr2,112653741,112658347	chr2,112874663,112883807
chr2,112653741,112658347	chr2,112959645,112963935
chr2,112653741,112658347	chr2,113233813,113236565
chr2,11272832,11276344	chr2,11579623,11587025
chr2,112809454,112815840	chr2,112635401,112646492
chr2,112809454,112815840	chr2,112647578,112653740
chr2,112809454,112815840	chr2,112658348,112664333
chr2,112809454,112815840	chr2,112874663,112883807
chr2,112809454,112815840	chr2,113247045,113252301
chr2,112809454,112815840	chr2,113274513,113279796
chr2,112809454,112815840	chr2,113349443,113356492
chr2,112895641,112904142	chr2,113241622,113243015
chr2,11291241,11301503	chr2,11579623,11587025
chr2,113011500,113012800	chr2,112848352,112853407
chr2,113011500,113012800	chr2,112888424,112894112
chr2,113011500,113012800	chr2,113188237,113197348
chr2,113011500,113012800	chr2,113208586,113209292
chr2,113021996,113034823	chr2,112647578,112653740
chr2,113021996,113034823	chr2,112745996,112751567
chr2,113021996,113034823	chr2,113210966,113226821
chr2,113021996,113034823	chr2,113226822,113233812
chr2,113021996,113034823	chr2,113241622,113243015
chr2,113021996,113034823	chr2,113243693,113246857
chr2,113021996,113034823	chr2,113274513,113279796
chr2,113021996,113034823	chr2,113300826,113303742
chr2,113021996,113034823	chr2,113345563,113349442
chr2,113236566,113241621	chr2,112815841,112821209
chr2,113236566,113241621	chr2,112821210,112836156
chr2,113236566,113241621	chr2,112843996,112848351
chr2,113236566,113241621	chr2,112884549,112888423
