PIR	SIZE	RNA_OVERLAP	promoter_genes	TPMs	ENCODE_merged
2_105732704_105739459	6755	RNA	AC012360.1;GPR45;RP11-332H14.1	NA;0.0789182;NA	1
2_10575318_10580555	5237	RNA	CYS1;SNORA26;RRM2;C2orf48;SNORA51;HPCAL1;NCOA1	0.0738409;NA;238.686936;NA;NA;7.53306782956;6.8178263	1
2_105756780_105762663	5883	RNA	IL1RL2	0	1
2_105762664_105766506	3842	noRNA	PSD4	0.3697557	0
2_10580556_10585659	5103	RNA	C2orf48	NA	0
2_105844105_105847908	3803	RNA	AC104655.2	NA	0
2_105850820_105857942	7122	RNA	AC104655.2	NA	1
2_105981215_105987722	6507	noRNA	AC009505.2	NA	1
2_106028770_106033064	4294	noRNA	ACOXL	10.244526	0
2_106133073_106137990	4917	noRNA	AC012360.6;FHL2;AC009505.2	NA;29.7621182;NA	1
2_106176110_106177464	1354	noRNA	NCK2	52.0306400116644	0
2_106183680_106185561	1881	noRNA	C2orf40	0	0
2_106185562_106191317	5755	noRNA	AC009505.2	NA	0
2_106191584_106195202	3618	RNA	AC009505.2;UXS1	NA;43.798952	1
2_106195203_106199429	4226	RNA	C2orf40	0	0
2_106199507_106205040	5533	noRNA	UXS1	43.798952	0
2_106205041_106208633	3592	RNA	NCK2;AC009505.2	52.0306400116644;NA	0
2_106217298_106223658	6360	noRNA	AC009505.2	NA	0
2_106226500_106238774	12274	noRNA	C2orf40	0	0
2_106242366_106248107	5741	noRNA	C2orf40	0	1
2_106248108_106250735	2627	RNA	C2orf40	0	0
2_106316957_106319825	2868	RNA	AC009505.2	NA	0
2_106326799_106333364	6565	noRNA	AC018878.3	NA	0
2_10635428_10640119	4691	RNA	AC092687.5	NA	0
2_106363007_106365731	2724	noRNA	AC012360.6	NA	0
2_106375327_106378618	3291	noRNA	FHL2	29.7621182	0
2_106378619_106385927	7308	RNA	AC012360.6	NA	0
2_106404546_106410398	5852	noRNA	FHL2;NCK2	29.7621182;52.0306400116644	1
2_10644543_10645832	1289	RNA	SNORA2	NA	0
2_106510937_106512972	2035	RNA	FHL2	29.7621182	0
2_106512973_106517820	4847	noRNA	AC012360.6	NA	1
2_106535361_106539568	4207	noRNA	NCK2	52.0306400116644	1
2_106572180_106578938	6758	RNA	AC012360.6;NCK2	NA;52.0306400116644	0
2_106578939_106584055	5116	noRNA	NCK2	52.0306400116644	0
2_106584491_106587377	2886	RNA	AC012360.4;C2orf49;RP11-332H14.2;TGFBRAP1	NA;14.98265;NA;13.342056	1
2_106616244_106627869	11625	RNA	FHL2	29.7621182	0
2_106628598_106638668	10070	noRNA	FHL2	29.7621182	0
2_106702939_106710348	7409	noRNA	AC012360.4;C2orf49;RP11-332H14.2;TGFBRAP1;AC012360.6	NA;14.98265;NA;13.342056;NA	0
2_106715562_106718282	2720	noRNA	NCK2	52.0306400116644	0
2_10709459_10711458	1999	RNA	ADAM17;RP11-214N9.1	15.261813;NA	0
2_107148941_107152203	3262	RNA	AC018878.3	NA	0
2_107156772_107160295	3523	RNA	AC012360.6	NA	1
2_10723465_10729202	5737	noRNA	HPCAL1	7.53306782956	0
2_10747101_10753662	6561	noRNA	C2orf48;ODC1;RP11-320M2.1;AC092687.5	NA;272.4004;NA;NA	0
2_10753663_10759079	5416	noRNA	ODC1;RP11-320M2.1	272.4004;NA	0
2_10773508_10779860	6352	noRNA	AC104794.4	NA	0
2_107905707_107914537	8830	noRNA	RPIA	19.2782	0
2_10802404_10805902	3498	noRNA	SNORA51;SNORA80B	NA;NA	0
2_108047331_108065444	18113	noRNA	ST6GAL2	2.102306	0
2_10805903_10808584	2681	noRNA	ODC1;RP11-320M2.1	272.4004;NA	0
2_10808585_10821253	12668	RNA	C2orf48;SNORA80B;ODC1;RP11-320M2.1	NA;NA;272.4004;NA	1
2_108212267_108216815	4548	noRNA	ST6GAL2	2.102306	0
2_10821254_10826230	4976	RNA	C2orf48;SNORA51	NA;NA	0
2_108271889_108282156	10267	noRNA	AC019100.3	NA	0
2_108797107_108801106	3999	RNA	AC016994.2	NA	1
2_108870849_108873436	2587	RNA	PAX8-AS1;PAX8;RP11-65I12.1	NA;0.00923355;NA	0
2_108905337_108909738	4401	noRNA	AC012487.2;LIMS1	NA;34.322317479263	0
2_108955371_108957632	2261	noRNA	AC012487.2;LIMS1	NA;34.322317479263	0
2_109025196_109027153	1957	noRNA	DAPL1	0	0
2_10915066_10919218	4152	RNA	SNORA26	NA	0
2_109195003_109196540	1537	noRNA	DYNC2LI1;RN7SKP66	10.1872156973;NA	0
2_109223002_109229330	6328	noRNA	CCDC93;RN7SL111P	13.051729688;NA	1
2_109247330_109250403	3073	noRNA	SULT1C4	0.9406973	0
2_109423324_109433156	9832	noRNA	EDAR	0.0238365	0
2_109449182_109459363	10181	noRNA	EDAR	0.0238365	0
2_109459364_109461127	1763	noRNA	EDAR	0.0238365	0
2_109463390_109479769	16379	RNA	EDAR	0.0238365	0
2_109486089_109489984	3895	RNA	EDAR	0.0238365	0
2_109511178_109531352	20174	RNA	EDAR	0.0238365	0
2_109552613_109555096	2483	noRNA	SULT1C4;EDAR	0.9406973;0.0238365	0
2_109590208_109595387	5179	noRNA	SEPT10;SOWAHC	67.007033;11.2725	0
2_109626707_109629012	2305	noRNA	SEPT10;SOWAHC	67.007033;11.2725	0
2_109641018_109648301	7283	RNA	CCDC138	25.914081	0
2_10970209_10977221	7012	noRNA	KCNF1;AC099344.1;E2F6	0.738684;NA;25.993605	1
2_109784357_109791277	6920	noRNA	CHMP3;RNU6-640P	25.9622187;NA	1
2_110086182_110090605	4423	RNA	SH3RF3-AS1;SH3RF3	NA;0.511867	0
2_110253605_110264248	10643	RNA	EDAR;SH3RF3-AS1;SH3RF3	0.0238365;NA;0.511867	1
2_110264249_110269646	5397	noRNA	SH3RF3-AS1;SH3RF3	NA;0.511867	1
2_110321450_110326338	4888	RNA	EDAR	0.0238365	0
2_110403167_110406873	3706	noRNA	AC079922.3;SLC20A1	NA;65.767609	0
2_110413375_110418751	5376	noRNA	SH3RF3-AS1;SH3RF3	NA;0.511867	0
2_110454226_110463120	8894	RNA	SH3RF3-AS1;SH3RF3	NA;0.511867	1
2_11069330_11074536	5206	noRNA	MIR1301	NA	0
2_110955975_110958971	2996	noRNA	MYO7B	0.047141103	0
2_11124172_11131826	7654	noRNA	AC092687.4;PDIA6	NA;356.9475482688	0
2_111396428_111402139	5711	RNA	ACOXL	10.244526	0
2_111407445_111409737	2292	noRNA	ACOXL	10.244526	0
2_111410041_111412239	2198	noRNA	ACOXL	10.244526	0
2_111413804_111425177	11373	noRNA	ACOXL	10.244526	0
2_111425473_111430720	5247	noRNA	ACOXL	10.244526	0
2_111430721_111440149	9428	RNA	ACOXL	10.244526	0
2_111440150_111441211	1061	noRNA	ACOXL	10.244526	0
2_111441212_111444942	3730	noRNA	ACOXL;CNNM4	10.244526;5.8761158	0
2_111444943_111446722	1779	noRNA	ACOXL;MIR4435-1HG	10.244526;NA	0
2_111446723_111447510	787	noRNA	ACOXL	10.244526	0
2_111447511_111448290	779	noRNA	ACOXL	10.244526	0
2_111496204_111500387	4183	noRNA	ACOXL	10.244526	1
2_111500388_111503681	3293	RNA	ACOXL	10.244526	0
2_111504448_111513191	8743	RNA	ACOXL	10.244526	1
2_111525955_111532712	6757	RNA	ACOXL	10.244526	0
2_111557690_111560128	2438	noRNA	MIR4435-1HG	NA	0
2_111583734_111593289	9555	noRNA	AC096670.3;BCL2L11	NA;9.29083102536917	1
2_111629018_111634951	5933	RNA	AC096670.3;BCL2L11	NA;9.29083102536917	1
2_111734509_111739268	4759	RNA	ACOXL	10.244526	0
2_111743467_111748255	4788	noRNA	ACOXL	10.244526	0
2_111782854_111789447	6593	noRNA	MIR4435-1HG	NA	1
2_111798514_111801595	3081	noRNA	AC079922.3;SLC20A1	NA;65.767609	0
2_111886601_111888275	1674	noRNA	MIR4435-1HG	NA	0
2_111917011_111920082	3071	RNA	PTPN18	7.769827	0
2_111920083_111921687	1604	noRNA	MIR4435-1HG	NA	0
2_111921688_111925483	3795	noRNA	MIR4435-1HG	NA	0
2_11193646_11197209	3563	noRNA	RNU7-138P;AC092687.4;PDIA6	NA;NA;356.9475482688	0
2_111988556_111991748	3192	noRNA	MIR4435-1HG	NA	1
2_11200609_11205008	4399	noRNA	AC092687.4;PDIA6	NA;356.9475482688	0
2_11207815_11212262	4447	noRNA	PDIA6;RNU7-176P	356.9475482688;NA	1
2_11212263_11225960	13697	RNA	AC092687.4;PDIA6	NA;356.9475482688	1
2_112138743_112140832	2089	noRNA	VAX2	0	0
2_112279058_112282800	3742	noRNA	AC096670.3;BCL2L11	NA;9.29083102536917	0
2_112372893_112376682	3789	RNA	AC096670.3;BCL2L11	NA;9.29083102536917	0
2_112376683_112377984	1301	noRNA	AC096670.3;BCL2L11	NA;9.29083102536917	1
2_112380385_112382617	2232	noRNA	AC096670.3;BCL2L11	NA;9.29083102536917	1
2_112382725_112390324	7599	noRNA	AC096670.3;BCL2L11	NA;9.29083102536917	0
2_112390325_112392296	1971	noRNA	MIR4435-1HG	NA	0
2_112392297_112396499	4202	RNA	AC096670.3;BCL2L11	NA;9.29083102536917	0
2_112398251_112409152	10901	noRNA	AC096670.3;BCL2L11;MIR4435-1HG	NA;9.29083102536917;NA	0
2_112409153_112410305	1152	noRNA	AC096670.3;BCL2L11	NA;9.29083102536917	0
2_11240996_11254681	13685	RNA	KCNF1	0.738684	1
2_112410306_112414646	4340	RNA	AC096670.3;BCL2L11	NA;9.29083102536917	1
2_112415615_112419146	3531	noRNA	AC096670.3;BCL2L11	NA;9.29083102536917	0
2_112419147_112429209	10062	RNA	AC096670.3;BCL2L11	NA;9.29083102536917	1
2_112441192_112446891	5699	RNA	ACOXL;AC096670.3;BCL2L11	10.244526;NA;9.29083102536917	0
2_112448631_112450070	1439	noRNA	AC096670.3;BCL2L11	NA;9.29083102536917	0
2_112450071_112453299	3228	noRNA	AC096670.3;BCL2L11;MIR4435-1HG	NA;9.29083102536917;NA	0
2_112453300_112455639	2339	noRNA	AC096670.3;BCL2L11	NA;9.29083102536917	0
2_112455640_112461026	5386	RNA	AC096670.3;BCL2L11	NA;9.29083102536917	1
2_112461027_112464933	3906	RNA	AC096670.3;BCL2L11	NA;9.29083102536917	0
2_112464934_112466521	1587	RNA	AC096670.3;BCL2L11	NA;9.29083102536917	0
2_112466522_112468136	1614	RNA	ACOXL;AC096670.3;BCL2L11	10.244526;NA;9.29083102536917	0
2_112468137_112475716	7579	RNA	AC096670.3;BCL2L11	NA;9.29083102536917	0
2_112475717_112479534	3817	noRNA	AC096670.3;BCL2L11	NA;9.29083102536917	0
2_11254682_11259941	5259	noRNA	AC092687.4;PDIA6	NA;356.9475482688	0
2_11263105_11264332	1227	RNA	AC092687.4;PDIA6;KCNF1	NA;356.9475482688;0.738684	0
2_112635401_112646492	11091	RNA	TMEM87B;POLR1B	6.805448;46.0122142	1
2_11264333_11272094	7761	RNA	PDIA6;RNU7-176P;AC092687.4;PDIA6	356.9475482688;NA;NA;356.9475482688	1
2_112647578_112653740	6162	RNA	TMEM87B;snoU13;ZC3H6;POLR1B;CHCHD5;Y_RNA	6.805448;NA;1.24736456;46.0122142;24.438748;NA	0
2_112658348_112664333	5985	noRNA	TMEM87B;EVA1A	6.805448;1.879011	1
2_112667646_112677009	9363	RNA	TLX2	0.1415241	0
2_112677178_112679895	2717	RNA	RNU6-1180P	NA	1
2_112685700_112690361	4661	RNA	CHCHD5;Y_RNA;HMGN2P23;IL36G	24.438748;NA;0;0.0704107	0
2_112700816_112709729	8913	noRNA	CHCHD5;Y_RNA;AC079922.3;SLC20A1	24.438748;NA;NA;65.767609	0
2_11272095_11272831	736	RNA	PDIA6;RNU7-176P;KCNF1;AC099344.1;E2F6	356.9475482688;NA;0.738684;NA;25.993605	1
2_112733847_112740640	6793	RNA	CHCHD5;Y_RNA	24.438748;NA	0
2_112745996_112751567	5571	RNA	snoU13;ZC3H6	NA;1.24736456	0
2_112754814_112756414	1600	noRNA	POLR1B	46.0122142	0
2_11276345_11283868	7523	RNA	RNU6-1081P;ROCK2;ROCK2	NA;15.108257;15.108257	0
2_112777305_112786716	9411	RNA	MERTK	4.8733022	1
2_112815841_112821209	5368	noRNA	TTL	46.61964	0
2_112821210_112836156	14946	noRNA	TTL;CHCHD5;Y_RNA	46.61964;24.438748;NA	0
2_112836157_112838296	2139	noRNA	POLR1B	46.0122142	0
2_112843996_112848351	4355	noRNA	TTL	46.61964	0
2_112848352_112853407	5055	noRNA	ZC3H8;POLR1B;CHCHD5;Y_RNA	10.706554993601;46.0122142;24.438748;NA	0
2_112853408_112858948	5540	noRNA	MERTK	4.8733022	0
2_112864169_112874662	10493	RNA	POLR1B	46.0122142	0
2_112874663_112883807	9144	noRNA	MERTK;TMEM87B;POLR1B;IL1B	4.8733022;6.805448;46.0122142;0	1
2_112884549_112888423	3874	noRNA	TTL	46.61964	0
2_112888424_112894112	5688	noRNA	ZC3H8	10.706554993601	0
2_112894113_112895640	1527	noRNA	AC096670.3;BCL2L11	NA;9.29083102536917	0
2_112912726_112927017	14291	RNA	POLR1B;CKAP2L	46.0122142;17.5121025	0
2_112959645_112963935	4290	noRNA	MERTK	4.8733022	0
2_112963936_112975266	11330	noRNA	POLR1B	46.0122142	1
2_113001742_113002568	826	noRNA	TTL	46.61964	0
2_11301504_11308624	7120	noRNA	GREB1	10.7312975	0
2_113045049_113045979	930	noRNA	CHMP3;RNU6-640P	25.9622187;NA	0
2_113045980_113049265	3285	RNA	CHMP3;RNU6-640P;RNF103-CHMP3;RNF103	25.9622187;NA;0.509218;3.53474	0
2_113188237_113197348	9111	RNA	ZC3H8	10.706554993601	1
2_11320855_11331681	10826	noRNA	ROCK2;LPIN1	15.108257;5.838728	0
2_113208586_113209292	706	noRNA	ZC3H8	10.706554993601	0
2_113210966_113226821	15855	noRNA	snoU13;ZC3H6	NA;1.24736456	1
2_113226822_113233812	6990	RNA	snoU13;ZC3H6	NA;1.24736456	0
2_113233813_113236565	2752	noRNA	MERTK	4.8733022	0
2_113241622_113243015	1393	noRNA	FBLN7;snoU13;ZC3H6	0.2380878;NA;1.24736456	0
2_113243693_113246857	3164	RNA	snoU13;ZC3H6	NA;1.24736456	0
2_113247045_113252301	5256	noRNA	TMEM87B	6.805448	1
2_113274513_113279796	5283	RNA	TMEM87B;snoU13;ZC3H6;PSD4	6.805448;NA;1.24736456;0.3697557	0
2_113300826_113303742	2916	noRNA	snoU13;ZC3H6;AC079753.1	NA;1.24736456;NA	0
2_113303743_113305082	1339	noRNA	POLR1B	46.0122142	0
2_113324761_113329812	5051	noRNA	CKAP2L;IL1B	17.5121025;0	0
2_113329813_113334065	4252	noRNA	IL1A	0.956908	0
2_113345563_113349442	3879	RNA	snoU13;ZC3H6	NA;1.24736456	0
2_113349443_113356492	7049	RNA	TMEM87B;CHCHD5;Y_RNA;AC079922.3;SLC20A1;CKAP2L;IL1A	6.805448;24.438748;NA;NA;65.767609;17.5121025;0.956908	0
2_113371909_113381657	9748	RNA	CKAP2L;IL37	17.5121025;0	0
2_113381658_113389260	7602	noRNA	AC079922.3;SLC20A1;NT5DC4;CKAP2L;IL1B;IMMT;MRPL35;RP11-301O19.1	NA;65.767609;0.0205567;17.5121025;0;102.386001;49.7392;NA	1
2_113389261_113393250	3989	noRNA	IL1A;HMGN2P23;IL36G	0.956908;0;0.0704107	0
2_113406177_113407043	866	noRNA	PSD4	0.3697557	0
2_113424637_113427095	2458	noRNA	IL37	0	0
2_113434033_113440053	6020	RNA	CKAP2L	17.5121025	0
2_113440054_113446683	6629	RNA	IL37	0	0
2_113446684_113449092	2408	noRNA	IL1B	0	1
2_113449093_113452250	3157	RNA	AC079922.3;SLC20A1;HMGN2P23;IL36G	NA;65.767609;0;0.0704107	0
2_113458681_113463515	4834	noRNA	AC079922.3;SLC20A1	NA;65.767609	0
2_113463516_113471672	8156	RNA	AC079922.3;SLC20A1	NA;65.767609	0
2_113481636_113489217	7581	RNA	AC079922.3;SLC20A1	NA;65.767609	1
2_113489823_113501588	11765	noRNA	CHCHD5;Y_RNA;AC079753.1	24.438748;NA;NA	0
2_113502412_113505848	3436	noRNA	IL1B;AC079753.1;IL37	0;NA;0	0
2_113505849_113507315	1466	noRNA	IL1B;IL37	0;0	0
2_113507316_113507993	677	noRNA	CKAP2L;IL1B;AC079753.1	17.5121025;0;NA	1
2_113513531_113516260	2729	noRNA	IL1B;IL37	0;0	0
2_113516261_113518392	2131	noRNA	CKAP2L;HMGN2P23;IL36G	17.5121025;0;0.0704107	0
2_113530172_113531511	1339	noRNA	CKAP2L	17.5121025	0
2_113544744_113546776	2032	RNA	HMGN2P23;IL36G	0;0.0704107	0
2_113574111_113585487	11376	RNA	CKAP2L	17.5121025	1
2_113585488_113588494	3006	RNA	IL1B	0	0
2_113606656_113611547	4891	RNA	CKAP2L	17.5121025	0
2_11362419_11367910	5491	noRNA	RNU6-1081P;ROCK2	NA;15.108257	0
2_113625619_113631023	5404	noRNA	IL1B	0	0
2_113631024_113632326	1302	noRNA	CKAP2L	17.5121025	0
2_113637438_113643408	5970	RNA	CKAP2L;IL1A	17.5121025;0.956908	1
2_113643409_113644048	639	noRNA	CKAP2L	17.5121025	0
2_113644049_113649169	5120	RNA	CKAP2L;AC079753.1	17.5121025;NA	0
2_113649170_113655988	6818	RNA	CKAP2L	17.5121025	0
2_113662453_113665043	2590	RNA	CKAP2L	17.5121025	0
2_113676527_113682528	6001	RNA	CKAP2L;IL1A;IL1B	17.5121025;0.956908;0	0
2_113682529_113685552	3023	noRNA	CKAP2L	17.5121025	0
2_113685553_113689500	3947	noRNA	AC012360.1;GPR45;RP11-332H14.1;TTL;IL1B	NA;0.0789182;NA;46.61964;0	0
2_113689501_113693666	4165	noRNA	AC079922.3;SLC20A1;CKAP2L	NA;65.767609;17.5121025	0
2_113693667_113697455	3788	noRNA	IL1RN	0	1
2_113697456_113703079	5623	noRNA	CKAP2L;IL1A	17.5121025;0.956908	1
2_113704955_113711900	6945	RNA	CKAP2L	17.5121025	0
2_113713822_113727090	13268	noRNA	HMGN2P23;IL36G;PSD4	0;0.0704107;0.3697557	1
2_113727091_113728242	1151	noRNA	CKAP2L	17.5121025	0
2_113750712_113755132	4420	RNA	RNU6-1180P	NA	0
2_113803645_113806781	3136	noRNA	PSD4	0.3697557	0
2_113816618_113818719	2101	noRNA	PSD4	0.3697557	0
2_113818720_113821741	3021	noRNA	IL1F10	0	0
2_113821742_113822932	1190	noRNA	IL1F10	0	0
2_113827753_113828824	1071	noRNA	IL1F10	0	0
2_113830471_113836261	5790	noRNA	IL1F10;IL1RN;PSD4;PAX8	0;0;0.3697557;0.00923355	0
2_113848429_113852998	4569	noRNA	RNU6-1180P	NA	0
2_11384926_11387265	2339	noRNA	RDH14	30.6773	0
2_113881799_113887700	5901	RNA	IL36B;IL36RN;RNU6-1180P;PSD4	0;0;NA;0.3697557	0
2_113896064_113899833	3769	noRNA	PSD4	0.3697557	1
2_113906423_113913059	6636	noRNA	CKAP2L	17.5121025	0
2_113938925_113959160	20235	RNA	RNU6-1180P	NA	1
2_113969849_113975078	5229	RNA	CKAP2L	17.5121025	0
2_113977018_113979216	2198	noRNA	IL1A	0.956908	0
2_113979217_113988312	9095	RNA	PAX8-AS1;PAX8-AS1;PAX8;RP11-65I12.1	NA;NA;0.00923355;NA	1
2_114009197_114011851	2654	noRNA	PAX8-AS1;PAX8;RP11-65I12.1	NA;0.00923355;NA	0
2_114011852_114026103	14251	RNA	PAX8-AS1	NA	1
2_114030649_114032804	2155	RNA	RNU6-1180P;PAX8-AS1	NA;NA	1
2_114047564_114051255	3691	noRNA	PSD4	0.3697557	0
2_114054138_114060594	6456	noRNA	PAX8-AS1;PAX8;RP11-65I12.1	NA;0.00923355;NA	1
2_114081558_114085526	3968	noRNA	PAX8-AS1	NA	0
2_114091574_114093478	1904	noRNA	IL1F10	0	0
2_114096567_114099449	2882	RNA	PSD4	0.3697557	0
2_114111423_114113944	2521	noRNA	PSD4	0.3697557	0
2_114115205_114126089	10884	RNA	PAX8-AS1;PAX8-AS1;PAX8;RP11-65I12.1	NA;NA;0.00923355;NA	0
2_114126090_114131304	5214	RNA	PSD4;PAX8-AS1;PAX8-AS1;PAX8;RP11-65I12.1	0.3697557;NA;NA;0.00923355;NA	1
2_114131305_114140252	8947	RNA	PAX8-AS1	NA	0
2_114140253_114147498	7245	noRNA	RNU6-1180P;IL1RN;PSD4;PAX8-AS1;PAX8-AS1;PAX8;RP11-65I12.1	NA;0;0.3697557;NA;NA;0.00923355;NA	0
2_114147499_114154615	7116	noRNA	IL1F10;PAX8-AS1	0;NA	1
2_11425519_11427444	1925	noRNA	NLRC4	0.3024494	0
2_114463353_114468647	5294	noRNA	ACTR3;RP11-141B14.1	169.239433;NA	0
2_114496666_114504178	7512	noRNA	ACTR3;RP11-141B14.1	169.239433;NA	0
2_114548413_114552524	4111	noRNA	snoU13	NA	0
2_114552525_114566519	13994	RNA	PAX8	0.00923355	0
2_114595934_114601861	5927	noRNA	RNU2-41P	NA	0
2_114639046_114643068	4022	RNA	LMAN2L	20.088467	0
2_114744367_114746119	1752	noRNA	AC110769.1	NA	0
2_114760191_114762020	1829	noRNA	U3	NA	0
2_114841164_114847597	6433	noRNA	RNU2-41P	NA	0
2_114999114_115005921	6807	RNA	RNU6-744P	NA	0
2_115005922_115010533	4611	RNA	RNU6-744P	NA	0
2_115049643_115053835	4192	RNA	U3	NA	0
2_115155830_115160759	4929	RNA	AC110769.1;U3	NA;NA	0
2_115182811_115184347	1536	noRNA	U3	NA	0
2_115244010_115246452	2442	RNA	RNU7-190P	NA	0
2_115266137_115268915	2778	RNA	AC110769.1;U3	NA;NA	0
2_115278426_115291432	13006	noRNA	U3	NA	0
2_115300254_115301913	1659	noRNA	AC110769.1	NA	1
2_115303828_115316666	12838	RNA	ACTR3;RP11-141B14.1;U3	169.239433;NA;NA	1
2_115316667_115320517	3850	noRNA	AC110769.1;U3	NA;NA	0
2_115361581_115363142	1561	noRNA	U3	NA	0
2_115393541_115398364	4823	RNA	TTC30A	2.6774	0
2_11546380_11548884	2504	noRNA	KCNF1	0.738684	0
2_11548885_11551428	2543	RNA	KCNF1	0.738684	0
2_11551723_11556246	4523	RNA	KCNF1	0.738684	1
2_115525356_115532340	6984	RNA	U3	NA	1
2_115538574_115550416	11842	RNA	AC110769.1	NA	0
2_115550417_115553754	3337	noRNA	ACTR3;RP11-141B14.1	169.239433;NA	0
2_11558266_11566377	8111	noRNA	PDIA6;RNU7-176P;AC092687.4;PDIA6	356.9475482688;NA;NA;356.9475482688	1
2_115721276_115727715	6439	noRNA	AC110769.1	NA	0
2_11579623_11587025	7402	RNA	PDIA6;RNU7-176P;AC092687.4;PDIA6;AC062028.1;C2orf50;PQLC3;ROCK2;AC007041.1;PUM2	356.9475482688;NA;NA;356.9475482688;NA;0.350188;11.97895828;15.108257;NA;49.043863	1
2_11587026_11593226	6200	RNA	KCNF1;AC110754.3;NTSR2	0.738684;0;0	1
2_11593227_11597843	4616	noRNA	KCNF1	0.738684	0
2_116254047_116259547	5500	noRNA	MIR4435-1HG	NA	0
2_11677443_11683425	5982	RNA	RNU6-1081P;ROCK2	NA;15.108257	0
2_116777978_116781934	3956	noRNA	DPP10-AS1;DPP10	NA;6.13948952	0
2_116816446_116818789	2343	noRNA	DPP10	6.13948952	0
2_117184921_117187166	2245	noRNA	LIPT1;MRPL30;TSGA10	6.171682;62.222335;3.05628	0
2_11738141_11742970	4829	noRNA	C2orf53;TCF23	NA;0.247497	0
2_117974003_117977914	3911	noRNA	ZNF2;ZNF514	1.830085552;7.90359	0
2_11803068_11805212	2144	noRNA	AC099344.1;E2F6	NA;25.993605	0
2_118047020_118053430	6410	noRNA	AC009312.1	NA	0
2_118093487_118097394	3907	noRNA	snoU13	NA	0
2_118161809_118162832	1023	noRNA	AC009312.1	NA	0
2_118191637_118206999	15362	RNA	PSD4	0.3697557	0
2_118211966_118215830	3864	noRNA	AC009312.1	NA	0
2_118233937_118236633	2696	RNA	AC009312.1	NA	0
2_118271948_118284698	12750	noRNA	snoU13	NA	0
2_118306587_118308974	2387	noRNA	AC103563.9	NA	0
2_118311238_118313104	1866	noRNA	KDM3A	29.96627685821	0
2_118792257_118794901	2644	RNA	EN1	0.013743	0
2_118796520_118802530	6010	RNA	EN1	0.013743	0
2_118803750_118805341	1591	RNA	EN1;RP11-19E11.1	0.013743;NA	1
2_118827596_118832266	4670	RNA	PSD4	0.3697557	0
2_118944402_118945933	1531	noRNA	EN1	0.013743	0
2_118945934_118950305	4371	RNA	EN1	0.013743	0
2_118965941_118969312	3371	noRNA	EN1;RP11-19E11.1;EN1	0.013743;NA;0.013743	0
2_118969410_118979235	9825	noRNA	EN1;RP11-19E11.1;EN1	0.013743;NA;0.013743	0
2_118979236_118981025	1789	noRNA	EN1;RP11-19E11.1;EN1	0.013743;NA;0.013743	1
2_118981026_118984003	2977	RNA	EN1;RP11-19E11.1;EN1	0.013743;NA;0.013743	0
2_118985069_118986638	1569	noRNA	EN1	0.013743	0
2_118994490_119007173	12683	RNA	EN1;RP11-19E11.1;EN1	0.013743;NA;0.013743	1
2_119007174_119012614	5440	noRNA	EN1;RP11-19E11.1	0.013743;NA	0
2_119029685_119037784	8099	noRNA	EN1;RP11-19E11.1	0.013743;NA	1
2_119042335_119047617	5282	noRNA	EN1;RP11-19E11.1;EN1	0.013743;NA;0.013743	0
2_119063735_119072001	8266	noRNA	EN1;RP11-19E11.1;EN1	0.013743;NA;0.013743	1
2_119072428_119076160	3732	RNA	EN1;RP11-19E11.1;EN1	0.013743;NA;0.013743	0
2_119076161_119083379	7218	noRNA	EN1;RP11-19E11.1;EN1	0.013743;NA;0.013743	1
2_119084468_119089637	5169	noRNA	EN1	0.013743	0
2_119089638_119092920	3282	noRNA	EN1	0.013743	0
2_119094123_119103263	9140	RNA	EN1;RP11-19E11.1;STEAP3	0.013743;NA;11.304568	0
2_119103264_119106643	3379	noRNA	EN1;RP11-19E11.1	0.013743;NA	0
2_119106644_119109004	2360	noRNA	ACTR3;RP11-141B14.1	169.239433;NA	0
2_119126011_119126991	980	noRNA	EN1	0.013743	0
2_119127730_119130569	2839	noRNA	EN1;RP11-19E11.1;EN1	0.013743;NA;0.013743	1
2_119130570_119133585	3015	noRNA	EN1	0.013743	0
2_119133586_119140870	7284	noRNA	EN1;RP11-19E11.1;EN1	0.013743;NA;0.013743	0
2_119146835_119149364	2529	noRNA	EN1	0.013743	0
2_119178160_119184873	6713	noRNA	EN1;RP11-19E11.1	0.013743;NA	0
2_119187106_119193070	5964	noRNA	EN1	0.013743	1
2_119198489_119207165	8676	RNA	EN1;RP11-19E11.1	0.013743;NA	0
2_119207166_119208177	1011	noRNA	EN1;RP11-19E11.1	0.013743;NA	0
2_119246589_119250205	3616	RNA	EN1	0.013743	1
2_119278183_119280578	2395	RNA	EN1	0.013743	0
2_119314182_119320732	6550	noRNA	EN1;RP11-19E11.1	0.013743;NA	0
2_11950947_11959566	8619	RNA	TRIB2	44.141064	0
2_119621865_119626176	4311	noRNA	AC009303.1;CCDC93;RP11-98C1.1	NA;13.051729688;NA	1
2_119631991_119637905	5914	noRNA	AC009303.1;CCDC93;RP11-98C1.1	NA;13.051729688;NA	0
2_119637906_119641474	3568	noRNA	C1QL2;STEAP3-AS1;STEAP3	0.0829816;NA;11.304568	1
2_11968040_11983023	14983	RNA	TRIB2	44.141064	1
2_119777286_119780029	2743	noRNA	C1QL2	0.0829816	0
2_119798559_119805553	6994	noRNA	NEB	1.8897685302734	0
2_11983024_11991120	8096	RNA	RNU6-843P	NA	0
